what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1273727229599
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273727231146
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1273727231974
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1273727236365
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1273727236599
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1273727236724
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1273727236755
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727242771
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727251146
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1273727254005
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1273727268146
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727271552
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727274162
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1273727274177
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727275662
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727276052
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1273727276068
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727276880
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727277224
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1273727277240
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727277849
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727278255
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1273727278271
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727278833
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273727279177
